dataset_id,outer_fold,shift_family,method,seed,quantity,severe_minus_mild,violation
breast_cancer_wisconsin_diagnostic,0,class_prevalence,fcm_adaptive,1,D_X,0.0210505,False
breast_cancer_wisconsin_diagnostic,0,class_prevalence,fcm_adaptive,2,D_X,0.0210505,False
breast_cancer_wisconsin_diagnostic,0,class_prevalence,fcm_adaptive,3,D_X,0.0210505,False
breast_cancer_wisconsin_diagnostic,0,class_prevalence,fcm_adaptive,4,D_X,0.0210505,False
breast_cancer_wisconsin_diagnostic,0,class_prevalence,fcm_adaptive,5,D_X,0.0210505,False
breast_cancer_wisconsin_diagnostic,0,local_overlap,fcm_adaptive,1,D_X,0.0011577000000000002,False
breast_cancer_wisconsin_diagnostic,0,local_overlap,fcm_adaptive,2,D_X,0.0011577000000000002,False
breast_cancer_wisconsin_diagnostic,0,local_overlap,fcm_adaptive,3,D_X,0.0011577000000000002,False
breast_cancer_wisconsin_diagnostic,0,local_overlap,fcm_adaptive,4,D_X,0.0011577000000000002,False
breast_cancer_wisconsin_diagnostic,0,local_overlap,fcm_adaptive,5,D_X,0.0011577000000000002,False
breast_cancer_wisconsin_diagnostic,0,location,fcm_adaptive,1,D_X,0.076429,False
breast_cancer_wisconsin_diagnostic,0,location,fcm_adaptive,2,D_X,0.076429,False
breast_cancer_wisconsin_diagnostic,0,location,fcm_adaptive,3,D_X,0.076429,False
breast_cancer_wisconsin_diagnostic,0,location,fcm_adaptive,4,D_X,0.076429,False
breast_cancer_wisconsin_diagnostic,0,location,fcm_adaptive,5,D_X,0.076429,False
breast_cancer_wisconsin_diagnostic,0,mcar,fcm_adaptive,1,D_X,0.0030611000000000006,False
breast_cancer_wisconsin_diagnostic,0,mcar,fcm_adaptive,2,D_X,0.0030611000000000006,False
breast_cancer_wisconsin_diagnostic,0,mcar,fcm_adaptive,3,D_X,0.0030611000000000006,False
breast_cancer_wisconsin_diagnostic,0,mcar,fcm_adaptive,4,D_X,0.0030611000000000006,False
breast_cancer_wisconsin_diagnostic,0,mcar,fcm_adaptive,5,D_X,0.0030611000000000006,False
breast_cancer_wisconsin_diagnostic,0,measurement_noise,fcm_adaptive,1,D_X,0.0014908000000000005,False
breast_cancer_wisconsin_diagnostic,0,measurement_noise,fcm_adaptive,2,D_X,0.0014908000000000005,False
breast_cancer_wisconsin_diagnostic,0,measurement_noise,fcm_adaptive,3,D_X,0.0014908000000000005,False
breast_cancer_wisconsin_diagnostic,0,measurement_noise,fcm_adaptive,4,D_X,0.0014908000000000005,False
breast_cancer_wisconsin_diagnostic,0,measurement_noise,fcm_adaptive,5,D_X,0.0014908000000000005,False
breast_cancer_wisconsin_diagnostic,0,outliers,fcm_adaptive,1,D_X,0.0150601,False
breast_cancer_wisconsin_diagnostic,0,outliers,fcm_adaptive,2,D_X,0.0150601,False
breast_cancer_wisconsin_diagnostic,0,outliers,fcm_adaptive,3,D_X,0.0150601,False
breast_cancer_wisconsin_diagnostic,0,outliers,fcm_adaptive,4,D_X,0.0150601,False
breast_cancer_wisconsin_diagnostic,0,outliers,fcm_adaptive,5,D_X,0.0150601,False
breast_cancer_wisconsin_diagnostic,0,scale,fcm_adaptive,1,D_X,0.089405,False
breast_cancer_wisconsin_diagnostic,0,scale,fcm_adaptive,2,D_X,0.089405,False
breast_cancer_wisconsin_diagnostic,0,scale,fcm_adaptive,3,D_X,0.089405,False
breast_cancer_wisconsin_diagnostic,0,scale,fcm_adaptive,4,D_X,0.089405,False
breast_cancer_wisconsin_diagnostic,0,scale,fcm_adaptive,5,D_X,0.089405,False
breast_cancer_wisconsin_diagnostic,1,class_prevalence,fcm_adaptive,1,D_X,0.042424199999999995,False
breast_cancer_wisconsin_diagnostic,1,class_prevalence,fcm_adaptive,2,D_X,0.042424199999999995,False
breast_cancer_wisconsin_diagnostic,1,class_prevalence,fcm_adaptive,3,D_X,0.042424199999999995,False
breast_cancer_wisconsin_diagnostic,1,class_prevalence,fcm_adaptive,4,D_X,0.042424199999999995,False
breast_cancer_wisconsin_diagnostic,1,class_prevalence,fcm_adaptive,5,D_X,0.042424199999999995,False
breast_cancer_wisconsin_diagnostic,1,local_overlap,fcm_adaptive,1,D_X,8.43000000000007e-05,False
breast_cancer_wisconsin_diagnostic,1,local_overlap,fcm_adaptive,2,D_X,8.43000000000007e-05,False
breast_cancer_wisconsin_diagnostic,1,local_overlap,fcm_adaptive,3,D_X,8.43000000000007e-05,False
breast_cancer_wisconsin_diagnostic,1,local_overlap,fcm_adaptive,4,D_X,8.43000000000007e-05,False
breast_cancer_wisconsin_diagnostic,1,local_overlap,fcm_adaptive,5,D_X,8.43000000000007e-05,False
breast_cancer_wisconsin_diagnostic,1,location,fcm_adaptive,1,D_X,0.0721098,False
breast_cancer_wisconsin_diagnostic,1,location,fcm_adaptive,2,D_X,0.0721098,False
breast_cancer_wisconsin_diagnostic,1,location,fcm_adaptive,3,D_X,0.0721098,False
breast_cancer_wisconsin_diagnostic,1,location,fcm_adaptive,4,D_X,0.0721098,False
breast_cancer_wisconsin_diagnostic,1,location,fcm_adaptive,5,D_X,0.0721098,False
breast_cancer_wisconsin_diagnostic,1,mcar,fcm_adaptive,1,D_X,0.0060812,False
breast_cancer_wisconsin_diagnostic,1,mcar,fcm_adaptive,2,D_X,0.0060812,False
breast_cancer_wisconsin_diagnostic,1,mcar,fcm_adaptive,3,D_X,0.0060812,False
breast_cancer_wisconsin_diagnostic,1,mcar,fcm_adaptive,4,D_X,0.0060812,False
breast_cancer_wisconsin_diagnostic,1,mcar,fcm_adaptive,5,D_X,0.0060812,False
breast_cancer_wisconsin_diagnostic,1,measurement_noise,fcm_adaptive,1,D_X,-4.760000000000007e-05,True
breast_cancer_wisconsin_diagnostic,1,measurement_noise,fcm_adaptive,2,D_X,-4.760000000000007e-05,True
breast_cancer_wisconsin_diagnostic,1,measurement_noise,fcm_adaptive,3,D_X,-4.760000000000007e-05,True
breast_cancer_wisconsin_diagnostic,1,measurement_noise,fcm_adaptive,4,D_X,-4.760000000000007e-05,True
breast_cancer_wisconsin_diagnostic,1,measurement_noise,fcm_adaptive,5,D_X,-4.760000000000007e-05,True
breast_cancer_wisconsin_diagnostic,1,outliers,fcm_adaptive,1,D_X,0.009162100000000001,False
breast_cancer_wisconsin_diagnostic,1,outliers,fcm_adaptive,2,D_X,0.009162100000000001,False
breast_cancer_wisconsin_diagnostic,1,outliers,fcm_adaptive,3,D_X,0.009162100000000001,False
breast_cancer_wisconsin_diagnostic,1,outliers,fcm_adaptive,4,D_X,0.009162100000000001,False
breast_cancer_wisconsin_diagnostic,1,outliers,fcm_adaptive,5,D_X,0.009162100000000001,False
breast_cancer_wisconsin_diagnostic,1,scale,fcm_adaptive,1,D_X,0.0729819,False
breast_cancer_wisconsin_diagnostic,1,scale,fcm_adaptive,2,D_X,0.0729819,False
breast_cancer_wisconsin_diagnostic,1,scale,fcm_adaptive,3,D_X,0.0729819,False
breast_cancer_wisconsin_diagnostic,1,scale,fcm_adaptive,4,D_X,0.0729819,False
breast_cancer_wisconsin_diagnostic,1,scale,fcm_adaptive,5,D_X,0.0729819,False
breast_cancer_wisconsin_diagnostic,2,class_prevalence,fcm_adaptive,1,D_X,0.0558224,False
breast_cancer_wisconsin_diagnostic,2,class_prevalence,fcm_adaptive,2,D_X,0.0558224,False
breast_cancer_wisconsin_diagnostic,2,class_prevalence,fcm_adaptive,3,D_X,0.0558224,False
breast_cancer_wisconsin_diagnostic,2,class_prevalence,fcm_adaptive,4,D_X,0.0558224,False
breast_cancer_wisconsin_diagnostic,2,class_prevalence,fcm_adaptive,5,D_X,0.0558224,False
breast_cancer_wisconsin_diagnostic,2,local_overlap,fcm_adaptive,1,D_X,0.0006118999999999999,False
breast_cancer_wisconsin_diagnostic,2,local_overlap,fcm_adaptive,2,D_X,0.0006118999999999999,False
breast_cancer_wisconsin_diagnostic,2,local_overlap,fcm_adaptive,3,D_X,0.0006118999999999999,False
breast_cancer_wisconsin_diagnostic,2,local_overlap,fcm_adaptive,4,D_X,0.0006118999999999999,False
breast_cancer_wisconsin_diagnostic,2,local_overlap,fcm_adaptive,5,D_X,0.0006118999999999999,False
breast_cancer_wisconsin_diagnostic,2,location,fcm_adaptive,1,D_X,0.0754129,False
breast_cancer_wisconsin_diagnostic,2,location,fcm_adaptive,2,D_X,0.0754129,False
breast_cancer_wisconsin_diagnostic,2,location,fcm_adaptive,3,D_X,0.0754129,False
breast_cancer_wisconsin_diagnostic,2,location,fcm_adaptive,4,D_X,0.0754129,False
breast_cancer_wisconsin_diagnostic,2,location,fcm_adaptive,5,D_X,0.0754129,False
breast_cancer_wisconsin_diagnostic,2,mcar,fcm_adaptive,1,D_X,0.006983199999999999,False
breast_cancer_wisconsin_diagnostic,2,mcar,fcm_adaptive,2,D_X,0.006983199999999999,False
breast_cancer_wisconsin_diagnostic,2,mcar,fcm_adaptive,3,D_X,0.006983199999999999,False
breast_cancer_wisconsin_diagnostic,2,mcar,fcm_adaptive,4,D_X,0.006983199999999999,False
breast_cancer_wisconsin_diagnostic,2,mcar,fcm_adaptive,5,D_X,0.006983199999999999,False
breast_cancer_wisconsin_diagnostic,2,measurement_noise,fcm_adaptive,1,D_X,0.0010858999999999999,False
breast_cancer_wisconsin_diagnostic,2,measurement_noise,fcm_adaptive,2,D_X,0.0010858999999999999,False
breast_cancer_wisconsin_diagnostic,2,measurement_noise,fcm_adaptive,3,D_X,0.0010858999999999999,False
breast_cancer_wisconsin_diagnostic,2,measurement_noise,fcm_adaptive,4,D_X,0.0010858999999999999,False
breast_cancer_wisconsin_diagnostic,2,measurement_noise,fcm_adaptive,5,D_X,0.0010858999999999999,False
breast_cancer_wisconsin_diagnostic,2,outliers,fcm_adaptive,1,D_X,0.011107700000000002,False
breast_cancer_wisconsin_diagnostic,2,outliers,fcm_adaptive,2,D_X,0.011107700000000002,False
breast_cancer_wisconsin_diagnostic,2,outliers,fcm_adaptive,3,D_X,0.011107700000000002,False
breast_cancer_wisconsin_diagnostic,2,outliers,fcm_adaptive,4,D_X,0.011107700000000002,False
breast_cancer_wisconsin_diagnostic,2,outliers,fcm_adaptive,5,D_X,0.011107700000000002,False
breast_cancer_wisconsin_diagnostic,2,scale,fcm_adaptive,1,D_X,0.08256459999999999,False
breast_cancer_wisconsin_diagnostic,2,scale,fcm_adaptive,2,D_X,0.08256459999999999,False
breast_cancer_wisconsin_diagnostic,2,scale,fcm_adaptive,3,D_X,0.08256459999999999,False
breast_cancer_wisconsin_diagnostic,2,scale,fcm_adaptive,4,D_X,0.08256459999999999,False
breast_cancer_wisconsin_diagnostic,2,scale,fcm_adaptive,5,D_X,0.08256459999999999,False
breast_cancer_wisconsin_diagnostic,3,class_prevalence,fcm_adaptive,1,D_X,0.028076900000000002,False
breast_cancer_wisconsin_diagnostic,3,class_prevalence,fcm_adaptive,2,D_X,0.028076900000000002,False
breast_cancer_wisconsin_diagnostic,3,class_prevalence,fcm_adaptive,3,D_X,0.028076900000000002,False
breast_cancer_wisconsin_diagnostic,3,class_prevalence,fcm_adaptive,4,D_X,0.028076900000000002,False
breast_cancer_wisconsin_diagnostic,3,class_prevalence,fcm_adaptive,5,D_X,0.028076900000000002,False
breast_cancer_wisconsin_diagnostic,3,local_overlap,fcm_adaptive,1,D_X,0.0007198999999999999,False
breast_cancer_wisconsin_diagnostic,3,local_overlap,fcm_adaptive,2,D_X,0.0007198999999999999,False
breast_cancer_wisconsin_diagnostic,3,local_overlap,fcm_adaptive,3,D_X,0.0007198999999999999,False
breast_cancer_wisconsin_diagnostic,3,local_overlap,fcm_adaptive,4,D_X,0.0007198999999999999,False
breast_cancer_wisconsin_diagnostic,3,local_overlap,fcm_adaptive,5,D_X,0.0007198999999999999,False
breast_cancer_wisconsin_diagnostic,3,location,fcm_adaptive,1,D_X,0.071537,False
breast_cancer_wisconsin_diagnostic,3,location,fcm_adaptive,2,D_X,0.071537,False
breast_cancer_wisconsin_diagnostic,3,location,fcm_adaptive,3,D_X,0.071537,False
breast_cancer_wisconsin_diagnostic,3,location,fcm_adaptive,4,D_X,0.071537,False
breast_cancer_wisconsin_diagnostic,3,location,fcm_adaptive,5,D_X,0.071537,False
breast_cancer_wisconsin_diagnostic,3,mcar,fcm_adaptive,1,D_X,0.006104,False
breast_cancer_wisconsin_diagnostic,3,mcar,fcm_adaptive,2,D_X,0.006104,False
breast_cancer_wisconsin_diagnostic,3,mcar,fcm_adaptive,3,D_X,0.006104,False
breast_cancer_wisconsin_diagnostic,3,mcar,fcm_adaptive,4,D_X,0.006104,False
breast_cancer_wisconsin_diagnostic,3,mcar,fcm_adaptive,5,D_X,0.006104,False
breast_cancer_wisconsin_diagnostic,3,measurement_noise,fcm_adaptive,1,D_X,0.0007775,False
breast_cancer_wisconsin_diagnostic,3,measurement_noise,fcm_adaptive,2,D_X,0.0007775,False
breast_cancer_wisconsin_diagnostic,3,measurement_noise,fcm_adaptive,3,D_X,0.0007775,False
breast_cancer_wisconsin_diagnostic,3,measurement_noise,fcm_adaptive,4,D_X,0.0007775,False
breast_cancer_wisconsin_diagnostic,3,measurement_noise,fcm_adaptive,5,D_X,0.0007775,False
breast_cancer_wisconsin_diagnostic,3,outliers,fcm_adaptive,1,D_X,0.0111511,False
breast_cancer_wisconsin_diagnostic,3,outliers,fcm_adaptive,2,D_X,0.0111511,False
breast_cancer_wisconsin_diagnostic,3,outliers,fcm_adaptive,3,D_X,0.0111511,False
breast_cancer_wisconsin_diagnostic,3,outliers,fcm_adaptive,4,D_X,0.0111511,False
breast_cancer_wisconsin_diagnostic,3,outliers,fcm_adaptive,5,D_X,0.0111511,False
breast_cancer_wisconsin_diagnostic,3,scale,fcm_adaptive,1,D_X,0.0862353,False
breast_cancer_wisconsin_diagnostic,3,scale,fcm_adaptive,2,D_X,0.0862353,False
breast_cancer_wisconsin_diagnostic,3,scale,fcm_adaptive,3,D_X,0.0862353,False
breast_cancer_wisconsin_diagnostic,3,scale,fcm_adaptive,4,D_X,0.0862353,False
breast_cancer_wisconsin_diagnostic,3,scale,fcm_adaptive,5,D_X,0.0862353,False
breast_cancer_wisconsin_diagnostic,4,class_prevalence,fcm_adaptive,1,D_X,0.0827855,False
breast_cancer_wisconsin_diagnostic,4,class_prevalence,fcm_adaptive,2,D_X,0.0827855,False
breast_cancer_wisconsin_diagnostic,4,class_prevalence,fcm_adaptive,3,D_X,0.0827855,False
breast_cancer_wisconsin_diagnostic,4,class_prevalence,fcm_adaptive,4,D_X,0.0827855,False
breast_cancer_wisconsin_diagnostic,4,class_prevalence,fcm_adaptive,5,D_X,0.0827855,False
breast_cancer_wisconsin_diagnostic,4,local_overlap,fcm_adaptive,1,D_X,0.0020497,False
breast_cancer_wisconsin_diagnostic,4,local_overlap,fcm_adaptive,2,D_X,0.0020497,False
breast_cancer_wisconsin_diagnostic,4,local_overlap,fcm_adaptive,3,D_X,0.0020497,False
breast_cancer_wisconsin_diagnostic,4,local_overlap,fcm_adaptive,4,D_X,0.0020497,False
breast_cancer_wisconsin_diagnostic,4,local_overlap,fcm_adaptive,5,D_X,0.0020497,False
breast_cancer_wisconsin_diagnostic,4,location,fcm_adaptive,1,D_X,0.08873099999999999,False
breast_cancer_wisconsin_diagnostic,4,location,fcm_adaptive,2,D_X,0.08873099999999999,False
breast_cancer_wisconsin_diagnostic,4,location,fcm_adaptive,3,D_X,0.08873099999999999,False
breast_cancer_wisconsin_diagnostic,4,location,fcm_adaptive,4,D_X,0.08873099999999999,False
breast_cancer_wisconsin_diagnostic,4,location,fcm_adaptive,5,D_X,0.08873099999999999,False
breast_cancer_wisconsin_diagnostic,4,mcar,fcm_adaptive,1,D_X,0.002586099999999999,False
breast_cancer_wisconsin_diagnostic,4,mcar,fcm_adaptive,2,D_X,0.002586099999999999,False
breast_cancer_wisconsin_diagnostic,4,mcar,fcm_adaptive,3,D_X,0.002586099999999999,False
breast_cancer_wisconsin_diagnostic,4,mcar,fcm_adaptive,4,D_X,0.002586099999999999,False
breast_cancer_wisconsin_diagnostic,4,mcar,fcm_adaptive,5,D_X,0.002586099999999999,False
breast_cancer_wisconsin_diagnostic,4,measurement_noise,fcm_adaptive,1,D_X,0.0010860999999999996,False
breast_cancer_wisconsin_diagnostic,4,measurement_noise,fcm_adaptive,2,D_X,0.0010860999999999996,False
breast_cancer_wisconsin_diagnostic,4,measurement_noise,fcm_adaptive,3,D_X,0.0010860999999999996,False
breast_cancer_wisconsin_diagnostic,4,measurement_noise,fcm_adaptive,4,D_X,0.0010860999999999996,False
breast_cancer_wisconsin_diagnostic,4,measurement_noise,fcm_adaptive,5,D_X,0.0010860999999999996,False
breast_cancer_wisconsin_diagnostic,4,outliers,fcm_adaptive,1,D_X,0.009216899999999998,False
breast_cancer_wisconsin_diagnostic,4,outliers,fcm_adaptive,2,D_X,0.009216899999999998,False
breast_cancer_wisconsin_diagnostic,4,outliers,fcm_adaptive,3,D_X,0.009216899999999998,False
breast_cancer_wisconsin_diagnostic,4,outliers,fcm_adaptive,4,D_X,0.009216899999999998,False
breast_cancer_wisconsin_diagnostic,4,outliers,fcm_adaptive,5,D_X,0.009216899999999998,False
breast_cancer_wisconsin_diagnostic,4,scale,fcm_adaptive,1,D_X,0.06689300000000001,False
breast_cancer_wisconsin_diagnostic,4,scale,fcm_adaptive,2,D_X,0.06689300000000001,False
breast_cancer_wisconsin_diagnostic,4,scale,fcm_adaptive,3,D_X,0.06689300000000001,False
breast_cancer_wisconsin_diagnostic,4,scale,fcm_adaptive,4,D_X,0.06689300000000001,False
breast_cancer_wisconsin_diagnostic,4,scale,fcm_adaptive,5,D_X,0.06689300000000001,False
glass,0,class_prevalence,fcm_adaptive,1,D_X,0.021242000000000004,False
glass,0,class_prevalence,fcm_adaptive,2,D_X,0.021242000000000004,False
glass,0,class_prevalence,fcm_adaptive,3,D_X,0.021242000000000004,False
glass,0,class_prevalence,fcm_adaptive,4,D_X,0.021242000000000004,False
glass,0,class_prevalence,fcm_adaptive,5,D_X,0.021242000000000004,False
glass,0,local_overlap,fcm_adaptive,1,D_X,0.00021180000000000157,False
glass,0,local_overlap,fcm_adaptive,2,D_X,0.00021180000000000157,False
glass,0,local_overlap,fcm_adaptive,3,D_X,0.00021180000000000157,False
glass,0,local_overlap,fcm_adaptive,4,D_X,0.00021180000000000157,False
glass,0,local_overlap,fcm_adaptive,5,D_X,0.00021180000000000157,False
glass,0,location,fcm_adaptive,1,D_X,0.09755450000000002,False
glass,0,location,fcm_adaptive,2,D_X,0.09755450000000002,False
glass,0,location,fcm_adaptive,3,D_X,0.09755450000000002,False
glass,0,location,fcm_adaptive,4,D_X,0.09755450000000002,False
glass,0,location,fcm_adaptive,5,D_X,0.09755450000000002,False
glass,0,mcar,fcm_adaptive,1,D_X,0.009149200000000001,False
glass,0,mcar,fcm_adaptive,2,D_X,0.009149200000000001,False
glass,0,mcar,fcm_adaptive,3,D_X,0.009149200000000001,False
glass,0,mcar,fcm_adaptive,4,D_X,0.009149200000000001,False
glass,0,mcar,fcm_adaptive,5,D_X,0.009149200000000001,False
glass,0,measurement_noise,fcm_adaptive,1,D_X,-0.0012344999999999995,True
glass,0,measurement_noise,fcm_adaptive,2,D_X,-0.0012344999999999995,True
glass,0,measurement_noise,fcm_adaptive,3,D_X,-0.0012344999999999995,True
glass,0,measurement_noise,fcm_adaptive,4,D_X,-0.0012344999999999995,True
glass,0,measurement_noise,fcm_adaptive,5,D_X,-0.0012344999999999995,True
glass,0,outliers,fcm_adaptive,1,D_X,0.008202,False
glass,0,outliers,fcm_adaptive,2,D_X,0.008202,False
glass,0,outliers,fcm_adaptive,3,D_X,0.008202,False
glass,0,outliers,fcm_adaptive,4,D_X,0.008202,False
glass,0,outliers,fcm_adaptive,5,D_X,0.008202,False
glass,0,scale,fcm_adaptive,1,D_X,0.0593999,False
glass,0,scale,fcm_adaptive,2,D_X,0.0593999,False
glass,0,scale,fcm_adaptive,3,D_X,0.0593999,False
glass,0,scale,fcm_adaptive,4,D_X,0.0593999,False
glass,0,scale,fcm_adaptive,5,D_X,0.0593999,False
glass,1,class_prevalence,fcm_adaptive,1,D_X,0.0078292,False
glass,1,class_prevalence,fcm_adaptive,2,D_X,0.0078292,False
glass,1,class_prevalence,fcm_adaptive,3,D_X,0.0078292,False
glass,1,class_prevalence,fcm_adaptive,4,D_X,0.0078292,False
glass,1,class_prevalence,fcm_adaptive,5,D_X,0.0078292,False
glass,1,local_overlap,fcm_adaptive,1,D_X,0.0018352999999999998,False
glass,1,local_overlap,fcm_adaptive,2,D_X,0.0018352999999999998,False
glass,1,local_overlap,fcm_adaptive,3,D_X,0.0018352999999999998,False
glass,1,local_overlap,fcm_adaptive,4,D_X,0.0018352999999999998,False
glass,1,local_overlap,fcm_adaptive,5,D_X,0.0018352999999999998,False
glass,1,location,fcm_adaptive,1,D_X,0.1117853,False
glass,1,location,fcm_adaptive,2,D_X,0.1117853,False
glass,1,location,fcm_adaptive,3,D_X,0.1117853,False
glass,1,location,fcm_adaptive,4,D_X,0.1117853,False
glass,1,location,fcm_adaptive,5,D_X,0.1117853,False
glass,1,mcar,fcm_adaptive,1,D_X,0.006477100000000001,False
glass,1,mcar,fcm_adaptive,2,D_X,0.006477100000000001,False
glass,1,mcar,fcm_adaptive,3,D_X,0.006477100000000001,False
glass,1,mcar,fcm_adaptive,4,D_X,0.006477100000000001,False
glass,1,mcar,fcm_adaptive,5,D_X,0.006477100000000001,False
glass,1,measurement_noise,fcm_adaptive,1,D_X,-0.0006270000000000008,True
glass,1,measurement_noise,fcm_adaptive,2,D_X,-0.0006270000000000008,True
glass,1,measurement_noise,fcm_adaptive,3,D_X,-0.0006270000000000008,True
glass,1,measurement_noise,fcm_adaptive,4,D_X,-0.0006270000000000008,True
glass,1,measurement_noise,fcm_adaptive,5,D_X,-0.0006270000000000008,True
glass,1,outliers,fcm_adaptive,1,D_X,0.004009400000000001,False
glass,1,outliers,fcm_adaptive,2,D_X,0.004009400000000001,False
glass,1,outliers,fcm_adaptive,3,D_X,0.004009400000000001,False
glass,1,outliers,fcm_adaptive,4,D_X,0.004009400000000001,False
glass,1,outliers,fcm_adaptive,5,D_X,0.004009400000000001,False
glass,1,scale,fcm_adaptive,1,D_X,0.0489323,False
glass,1,scale,fcm_adaptive,2,D_X,0.0489323,False
glass,1,scale,fcm_adaptive,3,D_X,0.0489323,False
glass,1,scale,fcm_adaptive,4,D_X,0.0489323,False
glass,1,scale,fcm_adaptive,5,D_X,0.0489323,False
glass,2,class_prevalence,fcm_adaptive,1,D_X,0.03867809999999999,False
glass,2,class_prevalence,fcm_adaptive,2,D_X,0.03867809999999999,False
glass,2,class_prevalence,fcm_adaptive,3,D_X,0.03867809999999999,False
glass,2,class_prevalence,fcm_adaptive,4,D_X,0.03867809999999999,False
glass,2,class_prevalence,fcm_adaptive,5,D_X,0.03867809999999999,False
glass,2,local_overlap,fcm_adaptive,1,D_X,-0.00030419999999999753,True
glass,2,local_overlap,fcm_adaptive,2,D_X,-0.00030419999999999753,True
glass,2,local_overlap,fcm_adaptive,3,D_X,-0.00030419999999999753,True
glass,2,local_overlap,fcm_adaptive,4,D_X,-0.00030419999999999753,True
glass,2,local_overlap,fcm_adaptive,5,D_X,-0.00030419999999999753,True
glass,2,location,fcm_adaptive,1,D_X,0.0866894,False
glass,2,location,fcm_adaptive,2,D_X,0.0866894,False
glass,2,location,fcm_adaptive,3,D_X,0.0866894,False
glass,2,location,fcm_adaptive,4,D_X,0.0866894,False
glass,2,location,fcm_adaptive,5,D_X,0.0866894,False
glass,2,mcar,fcm_adaptive,1,D_X,-0.0077055000000000005,True
glass,2,mcar,fcm_adaptive,2,D_X,-0.0077055000000000005,True
glass,2,mcar,fcm_adaptive,3,D_X,-0.0077055000000000005,True
glass,2,mcar,fcm_adaptive,4,D_X,-0.0077055000000000005,True
glass,2,mcar,fcm_adaptive,5,D_X,-0.0077055000000000005,True
glass,2,measurement_noise,fcm_adaptive,1,D_X,0.003743699999999999,False
glass,2,measurement_noise,fcm_adaptive,2,D_X,0.003743699999999999,False
glass,2,measurement_noise,fcm_adaptive,3,D_X,0.003743699999999999,False
glass,2,measurement_noise,fcm_adaptive,4,D_X,0.003743699999999999,False
glass,2,measurement_noise,fcm_adaptive,5,D_X,0.003743699999999999,False
glass,2,outliers,fcm_adaptive,1,D_X,0.010768600000000003,False
glass,2,outliers,fcm_adaptive,2,D_X,0.010768600000000003,False
glass,2,outliers,fcm_adaptive,3,D_X,0.010768600000000003,False
glass,2,outliers,fcm_adaptive,4,D_X,0.010768600000000003,False
glass,2,outliers,fcm_adaptive,5,D_X,0.010768600000000003,False
glass,2,scale,fcm_adaptive,1,D_X,0.06570720000000001,False
glass,2,scale,fcm_adaptive,2,D_X,0.06570720000000001,False
glass,2,scale,fcm_adaptive,3,D_X,0.06570720000000001,False
glass,2,scale,fcm_adaptive,4,D_X,0.06570720000000001,False
glass,2,scale,fcm_adaptive,5,D_X,0.06570720000000001,False
glass,3,class_prevalence,fcm_adaptive,1,D_X,0.008449600000000002,False
glass,3,class_prevalence,fcm_adaptive,2,D_X,0.008449600000000002,False
glass,3,class_prevalence,fcm_adaptive,3,D_X,0.008449600000000002,False
glass,3,class_prevalence,fcm_adaptive,4,D_X,0.008449600000000002,False
glass,3,class_prevalence,fcm_adaptive,5,D_X,0.008449600000000002,False
glass,3,local_overlap,fcm_adaptive,1,D_X,-0.0002503999999999996,True
glass,3,local_overlap,fcm_adaptive,2,D_X,-0.0002503999999999996,True
glass,3,local_overlap,fcm_adaptive,3,D_X,-0.0002503999999999996,True
glass,3,local_overlap,fcm_adaptive,4,D_X,-0.0002503999999999996,True
glass,3,local_overlap,fcm_adaptive,5,D_X,-0.0002503999999999996,True
glass,3,location,fcm_adaptive,1,D_X,0.10946610000000001,False
glass,3,location,fcm_adaptive,2,D_X,0.10946610000000001,False
glass,3,location,fcm_adaptive,3,D_X,0.10946610000000001,False
glass,3,location,fcm_adaptive,4,D_X,0.10946610000000001,False
glass,3,location,fcm_adaptive,5,D_X,0.10946610000000001,False
glass,3,mcar,fcm_adaptive,1,D_X,0.003325400000000001,False
glass,3,mcar,fcm_adaptive,2,D_X,0.003325400000000001,False
glass,3,mcar,fcm_adaptive,3,D_X,0.003325400000000001,False
glass,3,mcar,fcm_adaptive,4,D_X,0.003325400000000001,False
glass,3,mcar,fcm_adaptive,5,D_X,0.003325400000000001,False
glass,3,measurement_noise,fcm_adaptive,1,D_X,0.0002366999999999994,False
glass,3,measurement_noise,fcm_adaptive,2,D_X,0.0002366999999999994,False
glass,3,measurement_noise,fcm_adaptive,3,D_X,0.0002366999999999994,False
glass,3,measurement_noise,fcm_adaptive,4,D_X,0.0002366999999999994,False
glass,3,measurement_noise,fcm_adaptive,5,D_X,0.0002366999999999994,False
glass,3,outliers,fcm_adaptive,1,D_X,0.006048700000000002,False
glass,3,outliers,fcm_adaptive,2,D_X,0.006048700000000002,False
glass,3,outliers,fcm_adaptive,3,D_X,0.006048700000000002,False
glass,3,outliers,fcm_adaptive,4,D_X,0.006048700000000002,False
glass,3,outliers,fcm_adaptive,5,D_X,0.006048700000000002,False
glass,3,scale,fcm_adaptive,1,D_X,0.04998240000000001,False
glass,3,scale,fcm_adaptive,2,D_X,0.04998240000000001,False
glass,3,scale,fcm_adaptive,3,D_X,0.04998240000000001,False
glass,3,scale,fcm_adaptive,4,D_X,0.04998240000000001,False
glass,3,scale,fcm_adaptive,5,D_X,0.04998240000000001,False
glass,4,class_prevalence,fcm_adaptive,1,D_X,0.0159795,False
glass,4,class_prevalence,fcm_adaptive,2,D_X,0.0159795,False
glass,4,class_prevalence,fcm_adaptive,3,D_X,0.0159795,False
glass,4,class_prevalence,fcm_adaptive,4,D_X,0.0159795,False
